,Unnamed: 0,Time,Title,Category,Salary,Company,Company Reviews,Company Rating(out of 5),Url,Location,Description,min_experience,max_experience,short_type
886,886,30+ days ago,Data Engineer,Data Engineer,,Classy Wheeler,,,https://www.indeed.hk//rc/clk?jk=076f2353e5e862df&fccid=7e57982cb894da40&vjs=3,"Kwun Tong, Kowloon","Kwun Tong, KowloonPermanentClient Description
Innovation company offering premium advertising and data-driven mobile marketing solutions
Job DescriptionApplication development and maintenance of Data Warehouse ProjectsBuild ETL flows for streaming data transformations for data analysesMaintain high availability of analytics systemEnhance data collection procedures to include information that is relevant for building analytic systemsProductionize data algorithms and build APIs as public servicesSupport data scientist development
Job RequirementsDegree in Computer Science / Computer Engineering / Information Engineering or related discipline1 - 3 years relevant experience in web application development, building scalable data pipelines for analyticsExperience with Google Cloud Platform, AWS, Python, SQLExperience of running ML algorithms is preferableFresh graduate and less experience candidate would be considered as junior roleEngineering mindsets, data driven and embrace experiments“Get it done” attitude that completes high quality projects and tackles unforeseen challenges",,3.0,DE
887,887,30+ days ago,Assistant Engineer - Data Network Operations,Data Engineer,,Hong Kong Broadband Network,3.0,3.7,https://www.indeed.hk//rc/clk?jk=cd03696765d181f6&fccid=74f2f231c829a39e&vjs=3,Hong Kong,"Hong KongExcellent opportunity to improve your professional skills in the World-class Internet Service Provider
Responsibilities
Perform monitoring, operation & maintenance support for infrastructure IP network
Troubleshooting for network quality issues
Collect and analyze testing data
Provide technical supportÂ & solution
Work with other teammates in all testing related issues
 Preferred Qualifications and Abilities
Degree in Information Engineering, Telecommunications Engineering or related disciplines
Hands on experience in Layer 2 & Layer 3 protocols
Knowledge in OSPF, MPLS protocols & transmission equipment
Solid working experience in Cisco Products orÂ Holder ofÂ CCNA/CCNPÂ is an advantage
Good communicationÂ skills
7x24 shift duty is required (with monthly allowance provided)
Fresh graduates are welcome
Holders of diploma or equivalent inÂ related disciplines with some experienceÂ will also be considered asÂ ""Technical Support Executive""



We offer excellent career development opportunities in our exciting working environment, and we ensure our talents will be rewarded with a satisfactory remuneration package. Come and join us by sending your comprehensive resume with current and expected salary to hkrecruit@hkbn.net and quoting Reference Code on the subject line.

We commit ourselves to be a caring employer and provide equal opportunities, sustaining a pleasant working environment with zero discrimination on the ground of sex, marital status, disability, pregnancy, family status and race. Personal data provided by job applicants will be used strictly according to our Personal Information Collection Statement, a copy of which will be available on written request.

For general HR enquiries, please contact hr_enquiry@hkbn.net

Share This Opportunity Apply Now",0.0,,DE
888,888,30+ days ago,Trading & Data Support Engineer,Data Engineer,,Libbler,,,https://www.indeed.hk//rc/clk?jk=2fd77292345fa4ac&fccid=efffba36e762eef5&vjs=3,Hong Kong,"Hong KongSystematic trading
Hong Kong
Full time
About
To apply, please send your CV to talents@libbler.com quoting the job reference number.

Minimum experience: 3 years
Industry experience:
Asset management ,
Hedge funds ,
Investment banking
Role experience:
Application support ,
DevOps engineer ,
Data analyst
Language(s):
KEY EXPERTISE
Systematic trading
Linux
Python
Trading systems
JOB REF ID
f2MGHHt",3.0,3.0,DE
889,889,5 days ago,Electrical Engineer (Data Center),Data Engineer,,NTT Com Asia Limited,2.0,4.0,https://www.indeed.hk//rc/clk?jk=8a44379535b902d9&fccid=1be1dda1afd473bc&vjs=3,Hong Kong,"Hong KongPermanentNTT Communications solves the worlds technology challenges by helping enterprises overcome complexity and risk in their ICT environments with managed IT infrastructure solutions. These solutions are backed by our worldwide infrastructure, including industry leading, global tier-1 public and private networks reaching over 190 countries/regions, and more than 400,000m2 of the worlds most advanced data center facilities. Our global professional services teams provide consultation and architecture for the resiliency and security required for your business success, and our scale and global capabilities are unsurpassed. Combined with NTT DATA, NTT Security, NTT DOCOMO, and Dimension Data, we are NTT Group.

NTT Com Asia is the East Asia regional headquarters of NTT Communications overseeing Hong Kong, Macao, Taiwan and Korea market. With over 400 employees in Hong Kong, we are dedicated to help enterprises achieve their business ambitions with our robust ICT infrastructure and advanced technologies.

Please visit our website for further information: NTT COM ASIA

Facebook : http://www.facebook.com/nttca

LinkedIn : http://www.linkedin.com/company/ntt-com-asia-limited

Job Responsibilities:
Manage the electrical system of 7x24 Data Centers to ensure the systems are continuously operating with maximum efficiency

Monitor the electrical system performance and execute recovery procedure

Provide continuous recommendation to improve the efficiency for operation process

Communicate with customers for scheduled enhancement work and maintenance

Perform change management to ensure changes will not disrupt operation

Job Requirements:
Diploma or above in Electrical Engineering, Building Services Engineering or related discipline with Professional / Chartered Engineer

Holder of Electrical worker license B or above

At least 5 years experience in electrical engineering with 3 years related to mission critical facilities

Experience in electrical system maintenance and operation is preferred

Understanding of operation planning for DC facilities

Good command in written and spoken in English and Chinese

Benefits:
Free shuttle bus service: To and from Tseung Kwan O, Kowloon Tong, Tsuen Wan, Tsuen Wan West, Central and Tin Hau MTR Station.

Fringe Benefits:
16 days Annual Leave

Double Pay

Discretionary Bonus

5-day work-week + Flexible Working Hours

14 weeks full-paid Maternity Leave

Birthday Leave

5 days Paternity Leave

Dental coverage

Fitness and Recreation Centre

We offer rewarding career with attractive remuneration package to the right candidate. Interested parties please send full resume with your availability, present and expected salary, and quoting reference number attention to Talent Acquisition team by clicking Apply Now button.

Only short-listed candidates will be notified.

We are an equal opportunity employer and welcome applications from all qualified candidates. Information provided by applicants will be treated in strict confidential and will only be used for recruitment related purposes. Personal data provided by job applicants will be used strictly in accordance with the employer personal data policies.

All information on unsuccessful candidates will be deleted from our files within 12 months.

Full-time,Permanent",3.0,5.0,DE
890,890,25 days ago,Data Engineer,Data Engineer,,Taylor Coulter Limited,,,https://www.indeed.hk//rc/clk?jk=d56b8395b8dd350e&fccid=b9a253be47a43766&vjs=3,Hong Kong,"Hong KongContractTaylor Coulter, established in Australia, offers professional human resources solution in permanent, temporary staffing and outsourcing services. Our Hong Kong office specializes in industries including Information Technology, Banking Finance and FMCG sectors. Our Consultants are all experienced recruitment professionals in specialized industries who possess strong network and business knowledge to provide the best practice for our candidates and clients.

Our vision is to be recognized as a trusted best practice people solutions partner, offering the most comprehensive range of staffing services in the APAC region.

Our client is a multinational IT consulting firm. As a result of expansion, they are looking for a Data Engineer to join.

Job Responsibilities:
Support Project Implementation as assigned

Conduct Feasibility Study for New Functional Requirements

Design the ETL flow according to project requirements

Troubleshoot technical issues and identify modifications needed in existing landscape to meet requirements

Job Requirements:
Higher Diploma or above in Computer Science or equivalent

Minimum 2 years of data-centric development projects

Knowledge of BI/ETL technologies and dimensional modelling concepts

Knowledge in one or more programming languages, e.g. PL/SQL, Python, R

Experience in one of the following is desirable
1. ETL tools (Informatica/Datastage
2. BI tools (Qlik/Tableau/Alteryx/PowerBI)
3. Scripting (SQL/Python/R)

Possess knowledgeable skills in Amazon Web Services (AWS), Data Warehouse (DWH) and Business Intelligence (BI) solution is a definite advantage

Good analytic skill and team player

Good command of written and spoken in English and Chinese

To apply for this role, please click the ""Apply Now"" below or send your full resume by MS word format.

Only shortlisted candidate will be notified. Personal data collected by job applicants will be kept in strict confidence and used for recruitment purpose only

Full-time,Contract",2.0,2.0,DE
891,891,25 days ago,Data Center Operations Engineer,Data Engineer,,Thakral One Solutions Private Limited,,,https://www.indeed.hk//rc/clk?jk=f757ddd3befb7a33&fccid=3f53524c09bd62e5&vjs=3,Hong Kong,"Hong KongData Center Operations Engineer

Work Location: 23 Yip Kan St, Wong Chuk Hang

Experience: 3-8 yrs

As a Data Center Operations Engineer, your mission is to support the day-to-day technology operations of Organisation mission critical data centers. The purpose of this role is to maintain operational stability and handle customer requests while working on shifts to support the 24x7 operation. You will be responsible for installing and configuring enterprise class technology hardware, troubleshooting hardware and network issues, maintain change control process in the data center, and support 3rd party vendor activities. This is a 12-months contract position, working with team members on a 16 x 7 rotating shift basis with on-call responsibilities.

This role requires a wide variety of strengths and capabilities, including:
â¢Working knowledge of a physical IT infrastructure (server, networking, storage)
â¢Hands on experience with hardware move/add/change in a data center environment
â¢Experience with ITIL control processes
â¢Experience supporting enterprise-class hardware deployments
â¢Experience with physical layer infrastructure and testing tools (racking, cabling)
â¢Understanding of network concepts (switching, routing, perimeter security)
â¢Familiarity with infrastructure applications (DNS, Active Directory)
â¢Understanding of operating systems (Windows, Linux, AIX)
â¢Understanding of data center concepts (Space, Power, Cooling)
â¢Understanding of media management (Tape, Hard Drives)
â¢Efficiently problem solve issues in a complex environment
â¢A mindset that challenges rather than simply understands and accepts
â¢Passionate about technology, innovation and continuous learning
â¢Ability to integrate well into a team, connect and collaborate effectively with the wider organization
â¢Being obsessed about our customersâ experience
â¢Flexibility to work non-business hours that may include weekends and/or holidays
â¢Willingness for occasional travel between sites within the metro area

Skills:
Must Have Diploma holders/Bachelor degree.
Local Candidate
Primary Skills: Cable testing, Strong Hardware Skills, Data center.",,,DE
892,892,30+ days ago,Data Engineer (BI Reporting & Data Warehousing),Data Engineer,,Midland Realty 美聯物業,,,https://www.indeed.hk//rc/clk?jk=0b36956cfeff64b7&fccid=d24ba5477c6e96e3&vjs=3,"Cheung Sha Wan, Kowloon","Cheung Sha Wan, Kowloon工作性質: Full-time

工作地點: Cheung Sha Wan

職責: Responsible for design, development and daily maintenance of Enterprise Data Warehouse with the assist of system admin team

Prepare raw data for analysis with provided software, perform analysis, data modeling, data and visualization preparation from high-level business concept/ideas in order to assist management’s decision making on the company direction

Liaise with various stakeholders to resolve issues and recommend solutions on business reporting needs

Evaluate and recommend the technical solution, including software tool and technology; design and develop architecture and application as to present the analysis result

Participate in all aspects of solution design, including data modeling, data analysis, ELT programming and documentation

要求: University graduate in Computer Science, Information Technology or related disciplines

Minimum 3 years’ experience in projects related to BI reporting or data warehousing

Familiar with ELT processes and BI tools (Informatica & Tableau will be a plus)

Experience in Python & R language

Hands-on experience in MS SQL Server, Oracle DBMS and MySQL/ MariaDB

Strong project management, business analytical and communication skills

Good problem solving capability, able to work independently and under pressure",3.0,3.0,DE
893,893,3 days ago,Data Centre Operations Engineer,Data Engineer,,Atos Information Technology HK Ltd,,3.6,https://www.indeed.hk//rc/clk?jk=c9ab4ed0c228e1ce&fccid=ee6a99db163236c2&vjs=3,Hong Kong,"Hong KongAbout Atos:
Atos is an international information technology services company with annual revenues of EUR 8.7 billion and 78,500 employees in 42 countries. Serving a global client base, it delivers hi-tech transactional services, consulting, systems integration and managed services. Atos is focused on business technology that powers progress and helps organizations to create their firm of the future.

It is the Worldwide Information Technology Partner for the Olympic Games and is quoted on the Paris Eurolist Market. Atos operates under the brands Atos, Atos Consulting, Atos Worldline and Atos WorldGrid.

Duties Responsibilities:
Monitor computer systems and report failures or problems

Ensure requested work is successfully processed according to schedules

Manage all job control documents and ensure the integrity of all data

Follow procedures, instructions and checklists to complete tasks with good quality

Perform general Problem Change handling

Ensure all client requests and other ad-hoc duties are processed in an efficient and timely manner

Other duties as assigned by supervisors

Requirements:
HKCEE/ DSE or above. IT-related qualification is an advantage

Minimum 1 year working experience in computer operation

Experience in UNIX, Linux, IBM AS400 or Windows operation an advantage

Good communication and interpersonal skills

Willing to perform 24x7 shift duty

Able to work independently

We offer attractive remuneration and fringe benefits to the right candidate.

Interested applicants, please apply by sending full resume with availability, present and expected salary, contact telephone number in MS Word format and quoting the respective Ref. in MS Word Format to [email redacted, apply via company website]

(All personal data collected will be used for recruitment purpose only.)

Full-time",1.0,1.0,DE
894,894,18 days ago,"Engineer, BMS Data Center",Data Engineer,,Talent Blue,2.0,5.0,https://www.indeed.hk//rc/clk?jk=ce04ac35cd528145&fccid=d78410deff673ba7&vjs=3,Hong Kong,"Hong KongOur client, a Hong Kong listed tech firm is seeking Engineer, BMS to join the Engineer Team:
Responsibilities:

Drive BMS projects: such as system design, project management and delivery.
Partner with external consultants, monitor quality and standard.
Development of programming logics, reporting routines and interfacing details
Design of hardware arrangement such as panel and wiring routing
T&C planning and associated method statement and inspection/T&C forms
Requirements:

Degree in Automation / Electronic / Electrical / Building Services
Minimum 5 years of experience in Building Control / Building Management System projects
Electrical works License (A0) is a strong advantage.
It is a famous company with stable work environment and exciting upcoming projects.

400K – 480K per annual

Interested parties please send your resume to Stephen.chow@talentbluesearch.com

Details
Reference #: TB-354
Industry: Information Technology and Telecommunications
Job Function: Engineering
Level: Officer
Annual Package: 1 Million below",5.0,5.0,DE
895,895,30+ days ago,Data Infrastructure Engineer,Data Engineer,,Crypto.com,,,https://www.indeed.hk//rc/clk?jk=188d221ce9ea4a5a&fccid=18bfd14af40ab66a&vjs=3,Hong Kong Island,"Hong Kong IslandAbout the company:

CRYPTO.com, the pioneering payments and cryptocurrency platform, formerly known as Monaco, seeks to accelerate the world’s transition to cryptocurrency. Its MCO branded consumer financial services, including the MCO Visa Card, MCO Wallet app, and MCO Token embrace a vision of Cryptocurrency in Every Wallet™.CRYPTO.com is headquartered in Hong Kong.

MCO is redefining how money is being moved, spent and invested. MCO is democratizing blockchain technology by designing beautiful, simple and useful financial services that have a lasting, positive impact on people’s lives.

For more information, please visit: www.crypto.com and mco.crypto.com.

About the role:

The data engineering team builds the platform and improves data pipeline. We are eager to acquire talents to help achieving team and company ambitions.


Responsibilities:

Work with teams to build and continue to evolve data models and data flows to enable data driven decision-making
Design and implement alerting and testing mechanism to ensure the accuracy and timeliness of these pipelines. (e.g., improve instrumentation, optimize logging, etc)
Create user friendly libraries that make distributed batch computation easy to write and test for all users across company
Identify shared data needs across company, understand their specific requirements, and build efficient and scalable data pipelines to meet the various needs to enable data-driven decisions across company
Create a unified user data model that gives a complete view of our users across a varied set of products
Keep lower the latency and bridge the gap between our source systems and our enterprise data warehouse by refactoring and optimizing our core data pipeline jobs
Pair with user teams to optimize and rewrite business critical batch processing jobs in Airflow
Create robust and easy to use unit testing infrastructure for batch processing pipelines
Build a framework and tools to re-architect data pipelines to run more incrementally.
Estimate and control capacity and utilization of computing and storage resources in our data infrastructure


Requirements:

Have a strong engineering background and are interested in data. You’ll be writing production Scala and Python code.
Strong data architecture, data modeling, schema design and effective project management skills.
Experience with docker-related technology (docker-compose, Kubenetes, or ECS)
Experience in optimizing the end-to-end performance of distributed systems.
Experience with large data sets, Hadoop, and data visualization tools
Familiar with designing and implement infrastructure on AWS or Google Cloud
Experience in managing and designing data pipelines can follow the flow of data through various pipelines to debug data issues.
Ability to initiate and drive projects, and communicate data warehouse plans to internal clients/stakeholders
Bonus:

Have experience with Spark
Have experience with Airflow or other similar scheduling tools.
It’s not expected that you’ll have deep expertise in every dimension above, but you should be interested in learning any of the areas that are less familiar.
What you can expect from us?

We offer an attractive compensation package working in a cutting-edge field of Fintech
Exploring and learning latest technologies through your work, including but not limited to: Big Data, Blockchain
Huge responsibilities from Day 1. Be the owner of your own learning curve. The possibilities are limitless and depend on you
You get to work in a very dynamic environment and be part of an international team
You will get to have involvement in developing a brand new product from scratch alongside with a talented team",,,DE
896,896,30+ days ago,Data Centre Project Engineer,Data Engineer,,Amazon Data Services HongKong,,3.6,https://www.indeed.hk//rc/clk?jk=601d2951be7581b4&fccid=fe2d21eef233e94a&vjs=3,"Causeway Bay, Hong Kong Island","Causeway Bay, Hong Kong IslandBachelor’s Degree in Electrical or Mechanical Engineering.5+ year of experience in a similar Field Engineering, MEP Design or Commissioning Role in Mission Critical facilities.Must have fluent knowledge of continuous operating redundant electrical systems, cooling systems, air flow containment systems and building management systems.In depth understanding of both mechanical and electrical equipment/design related to data centers (Including but not limited to: uninterruptible power sources, diesel / gas turbine generators, electrical switch-gear, power distribution units, variable frequency drives, automatic/static transfer switches, chillers [air-cooled and water-cooled], pumps, cooling towers, heat exchangers, CRAHs, air economizers).Experience reading and interpreting Single Line drawings, construction drawings and equipment specifications.Organized and have the ability to set priorities and meet deadlines and budgets.Possess excellent leadership and problem solving skills.Ability to carry design concepts through exploration, development, and into deployment.Ability to produce analyses that ensure designs satisfy defined requirements, including predicted performance and power quality specifications.Possess excellent communication skills, attention to detail, maintain high quality standards.Ability to develop solutions and execute plans on complex projects.Ability to read, write and communicate in both local language & English at a business level.

Amazon Web Services (AWS) is seeking a Data Center Engineer to drive project implementation, capacity upgrades and operations support in data centers through the use of colocation facilities, which meet strict quality and performance levels across the globe.
As one of our Data Center Engineers, you will work directly with our Design Engineering, Construction, Operations, and Commissioning teams at the Data Centers within your assigned region. You will be the engineering representative on behalf of the Data Center Engineering Team responsible for the successful delivery of projects, upgrades, reworks and operations support.
The ideal candidate thrives in a fast growing environment, understands the best practices for service oriented product delivery and has extensive experience within the arena of domestic and international data center delivery.

Data Center Engineer must have experience including troubleshooting, operation and preventative maintenance of mission-critical facilities and associated MEP components. You may also be required to respond to off hour calls in regard to emergent events and contribute to the resolution of various data center performance impacting infrastructure issues.

As the Data Center Engineer, you will directly support construction and be a part of the process from inception through construction and commissioning, ultimately leading to site turnover. Post-handover you will be the subject matter expert for all things engineering to support operations within the first room and for successive builds. You will assist in deployment of Upgrade projects and operations support of data center environments, which maintain the highest performance standards and utilize innovation to reduce budgets and increase efficiency.

Teamwork is absolutely necessary for us to accomplish our goals. You must be able to work within a team and depend on others to accomplish the required tasks. This includes working with many of the internal groups within Amazon as well as external suppliers and consultants including; utility providers, equipment manufacturers, vendors, and contractors.
You will require or build a deep understanding of the critical equipment needs and operational challenges for large infrastructure mission critical sites and equipment; especially data centers, while understanding the constructability concerns of varying designs.

Data Center Engineers are responsible for the following:

Ø Understand the design, functionality, capabilities and operational controls of the Data Center(s) within your assigned Region.
Ø Provide Engineering Support for the Construction and Commissioning Teams during Project Delivery
Ø Provide direct hands on support to the onsite operations team including failure event support and root cause analysis, maintenance and troubleshooting support, best practices, maintenance initiatives and operating procedure review.
Ø Leveraging from your direct input into the resolution of operational issues, provide direct influence over all designs for new sites and legacy Data Center upgrades.
Ø Responsibility for the design, implementation and handoff of capital expenditure upgrades to existing data center spaces as well as ensuring that these upgrades are built into the next phase / building design.
Ø Work with internal teams to trouble shoot problems and conduct Root Cause Analysis (RCA) and Corrective Actions (CA) for design related problems affecting the efficient and resilient operation of the site.
Ø Work with commissioning teams to ensure that critical infrastructure is properly tested as well as validating installation, operation, and performance of the critical electrical/mechanical systems.
Ø Review and approve equipment submittals where necessary for first phase installations and for changes as they are proposed.
Ø Interface with internal data center design teams, server hardware teams, environmental health and safety teams to promote standards that maintain consistency and reliability in the systems and equipment installed within the site(s).
Ø When requested to provide support for other sites / regions, travel for site review and conduct engineering evaluations, audits, and site launches.
Ø Work on concurrent projects in multiple geographical regions.
Ø Have fun and work hard!

10+ years of direct experience with the construction, operation, or maintenance of data centers.Knowledge of local building codes and regulations including Life Safety.
· Professional Engineering license. · Certified Data Center Design Professional (CDCDP).
Experience with fast track design/build projects and or multiple significant upgrade projects.",,,DE
897,897,5 days ago,Data Engineer (Business Intelligence Projects),Data Engineer,,Swing Consulting,,,https://www.indeed.hk//rc/clk?jk=e4db436b757bb37c&fccid=b6285137c7f32920&vjs=3,Hong Kong,"Hong KongWork closely with stakeholders to develop BI Solution (including recommending data visualization and reporting solutions) which can facilitate business requirements
Design and support Dashboards development by preforming data modeling and blending in Big Data platform
Collaborate with stakeholders for dashboard design a for testing / QA data
Prepare technical documentation
Diploma or above in Computer Science or other related disciplines
Proven experience in dashboard design and Business Intelligence solutions delivery
Familiar with BI and data visualization tools including Qlikview, Qliksense and SAS Visual Analytics, hands on experience in using Tableau will be an advantage
Knowledge in development, data modeling and ETL
Knowledge in SQL statement and database system
Excellent problem-solving and analytic skill with detail-oriented mindset
WE also have various projects for candidates with suitable skill set: .Net Development Projects, AI / BI Development Projects, Mobile App Development Project, Data Analytic Projects, please submit your CV or leave your contact for further discussion

Registering your information in our database let use easier to match the most suitable job for you. Please fill in the following form to get registerd in our database or you may email your information in MS WORD format directly to jobs@swing-hk.com.",,,DE
898,898,23 days ago,Data Engineer,Data Engineer,,Pacific Careers,,,https://www.indeed.hk//rc/clk?jk=63f61a00cf8ce530&fccid=8aa104e7f8db0cd3&vjs=3,Hong Kong,"Hong KongRequirement :
Data Engineering?


You will:

Design and develop data models

Manipulate, clean, validate, and test various datasets from business partners

Partner with Data Analyst to streamline and automate data processing and analysis process

Collaborate with Data Analyst to build efficient data pipelines and analytics infrastructure

Research and experiment new, state-of-the-art tools and processes for managing, processing, analysing data

Perform other analytical and administrative duties as needed


You should:

Have a bachelor degree in Computer Science, Data Science, Mathematics, or Statistics or related degree

Have min 2 years’ experiences in data engineering roles, with Python and SQL

Be detail oriented, self-motivated and team player

Be fluent in English, Chinese (preferred both Mandarin and Cantonese)

Have strong Excel skills, familiar with ETL and data warehousing

Understanding in data structures and schema design",2.0,2.0,DE
899,899,30+ days ago,"Customer Engineer (Data Management), Google Cloud",Data Engineer,,Google,,4.3,https://www.indeed.hk//rc/clk?jk=62dae1af14438c6e&fccid=a5b4499d9e91a5c6&vjs=3,Hong Kong,"Hong KongFor immediate consideration, please send a text (ASCII), HTML, PDF or DOC version of your resume in English to jobs@google.com.

Important: The subject field of your email must include Customer Engineer, Data Management Specialist, Google Cloud - Hong Kong, Beijing, Shanghai or Shenzhen.
Minimum qualifications:

Bachelor's degree in Computer Science or equivalent practical experience.
SQL experience with query troubleshooting experience. Experience with database technologies.
Experience with database performance tuning including network performance, storage performance, and database tuning techniques.
Experience as a technical sales engineer in a cloud computing environment or equivalent experience in a customer-facing role.

Preferred qualifications:

Master’s or PhD degree in Engineering, Computer Science or other technical related field, or equivalent practical experience.
4 years of technical sales experience or professional consulting experience in the fields of systems integration, large scale data transfer/management, and enterprise database performance.
Strong experience with optimizing database performance with respect to transactional and/or analytic workloads
Deep expertise in disaster recovery (DR) and data backup strategies
Ability to learn quickly learn, understand, and work with new emerging technologies, methodologies, and solutions in the Cloud/IT Technology space.
Ability to effectively present to both technical and non-technical audiences.
About the job
The Google Cloud Platform team helps customers transform and evolve their business through the use of Google’s global network, web-scale data centers and software infrastructure. As part of an entrepreneurial team in this rapidly growing business, you will help shape the future of businesses of all sizes use technology to connect with customers, employees and partners.

As a Customer Engineer, you'll work with technical Sales teams as a networking subject matter expert to differentiate Google Cloud to our customers. You will help prospective customers and partners understand the power of Google Cloud, explaining technical features, helping customers design architectures, and problem-solving. You have experience with data migration strategies and moving large scale production systems either in on-premise/data center environments or migration to cloud scenarios. You have a functional understanding of cloud and data center network topologies, enterprise security, cloud identity, troubleshooting techniques. You'll have experience with database administration techniques (e.g. storage, clustering, high availability, disaster recovery, security, logging, monitoring and auditing) and database management tools for backups, recovery, snapshot management, sharding, partitioning and archivals.
Google Cloud helps millions of employees and organizations empower their employees, serve their customers, and build what’s next for their business — all with technology built in the cloud. Our products are engineered for security, reliability and scalability, running the full stack from infrastructure to applications to devices and hardware. And our teams are dedicated to helping our customers and developers see the benefits of our technology come to life.
Responsibilities
Support local Sales teams in pursuit of key business opportunities, engaging customers to address aspects of the data lifecycle
Identify business and technical requirements, conduct full technical discovery and architect client solutions to meet gathered requirements
Take responsibility for leading technical projects, including such activities as technology advocacy, supporting bid responses, product and solution briefings, proof-of-concept work, and the coordination of supporting technical resources
Work hands-on with Google Cloud Platform products to demonstrate and prototype integrations in customer/partner environments.
Travel as required around APAC for meetings, technical reviews and onsite delivery activities. Prepare and deliver product messaging in an effort to highlight the Google Cloud Platform value proposition, using techniques that include whiteboard and slide presentations, product demonstrations, white papers and RFI response documents
At Google, we don’t just accept difference—we celebrate it, we support it, and we thrive on it for the benefit of our employees, our products and our community. Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing this form.",4.0,4.0,DE
900,900,7 days ago,Data Engineer (up to 80K),Data Engineer,,Robert Walters,68.0,3.5,https://www.indeed.hk//rc/clk?jk=bf89b40dcf5d21bb&fccid=f01c2f55ec3054bf&vjs=3,Hong Kong,"Hong KongSalary HKD30,000 - HKD90,000 per month
Location Hong Kong
FULL_TIME
Consultant Mia Chan
Permanent - Multinational team
Your new company
A new virtual bank is looking for a strong Data Engineer to join the data team.

Your new role
You will be responsible to:
Design, build and maintaining modern, automated, cloud native, analytics infrastructureTranslate complex functional and technical requirements into detailed design and high performing capabilities;Build and manage data warehouses, databases, data pipelinesEnsure the timely delivery to meet project timeline by automating development and deployment tasks;Ensure all data management processes conform to standard operating procedures

What you'll need to succeed
To ensure your success within this role, you will possess:
5+ years professional experience in data engineering/data managementExtensive expertise in data technologies and the use of data to support software development, advanced analytics and reportingFamiliar with Big Data Technologies, e.g. AWS RedShift, Panoply, ETL Tools, e.g. StitchData and Segment, Machine Learning technologies and environmentsKnowledge of best practices for building a modern data lake, data warehouses and data pipelinesWorking experience in building and maintaining Data Warehousing/Big Data Tools - Hadoop and MapReduce, Apache Spark and Spark SQL, HIVEIn-Depth Database Knowledge of RDBMS (PostgreSQL and MySQL) and NoSQL (HBase)Strong experience in building and maintaining cloud Big Data and ETL tool, Google Big Table, Big Query and Air Flow (Google Composer)Strong knowledge in messaging systems like Kafka, RabbitMQ and Google Pub/Sub.

What you'll get in return
You will be offered a great opportunity to join a market leader with career opportunities. A competitive remuneration package will be offered.

What you need to do now
If you're interested in this role, please send your resume to mia.chan@robertwalters.com.hk
Get in touch
Mia Chan
+852 2161 9403
mia.chan@robertwalters.com.hk",,,DE
901,901,30+ days ago,Network Engineer (Voice & Data Team),Data Engineer,,ACME Communications,,,https://www.indeed.hk//rc/clk?jk=afc74018641bd5de&fccid=5d61a46073236f63&vjs=3,"San Po Kong, Kowloon","San Po Kong, KowloonResponsibilities and Requirement:
Identifying routing, ACL, and/or firewall changes that must be made.
Perform router/switch network hardware/software upgrades.
Perform WAN – IP Routed Network Integration.
In deep knowledge of MPLS, VPLS, EIGRP, OSPF, BGP, RIP, FR/ATM, ACLs, TCP/IP, IPX.
Work with customer technical teams to develop implementation plans based on approved designs.
Prepare work orders containing instructions to be used by technicians to configure network hardware and software.
Bachelor’s degree in Electrical Engineering, Computer Science, or related technical field.
Cisco knowledge with network design, operational support, and hands-on implementation and configuration of routers, hubs, switches, and cabling in a large enterprise LAN/WAN environment.
Excellent customer interface, oral communications, and technical writing skills is a must.
Cisco certifications CCNP or CCDP highly desired.
With Juniper experience is perferable.
Working in non-office hour is occasionally required.
24 hrs based Emergency Call Out duty is required.
Good command of English, Cantonese and Mandarin preferred
Competitive salary and fringe benefit will be offered to the right candidate. Interested parties, please send detailed CV stating present and expected salary to “recruitment(a)acmehk.net“. All information received will be kept in strict confidence and only for employment-related purpose.",,,DE
